,x6,y6,z6,IncomeGroup
0,204.1240881,-4.493180273,-2.5230815,1
1,192.1986503,-13.70986041,-9.750779393,2
2,30.07664862,-38.1638067,-9.485291836,3
3,-189.0235742,-9.656291692,-4.448737156,4
4,-37.43909185,-22.48438827,-8.216849779,3
5,42.80791125,10.36305782,9.873604081,2
6,-161.4399736,22.2022134,-5.165589769,4
7,-197.7148991,-5.428992425,5.254719254,4
8,-4.18E-18,-2.09E-18,1.15E-18,3
9,179.149823,-9.038120049,10.42063336,1
10,-199.6186729,-12.83718754,-2.686720918,4
11,1.545356484,-6.565896346,-24.2356342,1
12,41.63571865,-34.27718884,4.59730197,1
13,57.04232771,-2.926653878,5.518665898,2
14,-69.9445629,-4.535433019,16.68260672,3
15,-49.85095684,-5.746310758,9.4275711,4
16,71.61083677,35.59943355,16.62488209,4
17,-19.27276514,-8.31768015,7.041663441,3
18,56.77640304,15.46758395,-36.64618606,3
19,127.4031399,-14.0668811,3.720868951,2
20,-55.69460992,-20.04436975,-12.98209442,3
21,14.01367385,25.34777951,-13.27568576,4
22,160.5590236,20.52344195,3.547374929,2
23,-4.18E-18,-2.09E-18,1.15E-18,3
24,175.7778312,4.250244439,14.04370694,1
25,-160.161709,7.847464249,-1.232922658,4
26,-182.9769985,4.866438646,-1.076830317,4
27,-116.9948865,0.64815597,-6.979258138,4
28,-148.1840564,-8.247720797,2.636000661,3
29,-77.52926957,-0.876698633,21.90738346,2
30,41.53342798,-9.80881652,46.06288424,2
31,102.9655905,14.25786961,14.74875217,1
32,88.95664105,-52.49239534,7.992052421,2
33,-46.18333288,-15.81259356,24.2582238,3
34,65.45416422,33.30961077,21.48488412,1
35,-11.43173918,4.27300628,9.940315642,3
36,167.0660528,-2.285975773,3.894818669,3
37,-87.41765997,4.396870521,-0.80714072,4
38,-158.9447282,-16.96010298,-0.996488344,4
39,-211.9607839,1.149316419,0.70269575,4
40,41.78225233,16.31908264,-23.03645558,2
41,-192.688049,6.569715556,-6.130206048,4
42,31.9067892,-14.13328667,18.54268508,3
43,94.92782325,2.048849268,1.448462241,3
44,-39.24139852,23.09713908,8.010487111,3
45,-23.40087962,-1.01030166,-4.827836555,2
46,184.7430824,13.85165918,9.787118674,1
47,-171.5868173,-9.576578557,7.122839967,4
48,-115.4255803,1.302364219,-5.813895909,4
49,-4.18E-18,-2.09E-18,1.15E-18,1
50,-189.918203,5.070657023,-1.271119036,4
51,119.0229204,41.17198171,5.325960946,3
52,-175.1491524,-0.845960722,-1.637659641,4
53,176.1292424,3.865657019,-16.36850256,3
54,-194.5273267,0.952015857,-3.443283582,4
55,96.49845029,14.40241311,-18.02806495,2
56,57.19682677,16.43892229,8.096652971,2
57,141.7322788,28.24928565,42.54713073,1
58,112.031955,-33.99520111,32.91606309,1
59,114.0731931,-24.68988798,11.25484224,1
60,132.0853297,-70.97969334,17.57801442,3
61,-101.0897702,-8.400420914,0.479793869,4
62,111.1439347,-6.765085006,-35.28887412,2
63,126.7596937,40.58723247,9.088898802,3
64,-183.2787377,-3.125060329,4.743192716,4
65,46.2005024,-9.690341391,16.05639492,2
66,-82.84019714,10.04902572,-6.396666976,3
67,184.1676394,10.79352145,-3.644908535,1
68,-128.3909742,11.47691965,-2.471574513,4
69,-89.35237976,-13.98951139,-2.301056004,2
70,-95.43028449,2.585147762,10.40384406,2
71,-139.2063123,1.173912696,5.289704447,4
72,-29.90115383,3.108136736,-16.26026513,3
73,167.732977,-16.5346684,-11.18381913,3
74,-99.93032223,16.97519646,-16.1421384,4
75,-107.3392885,37.85674698,-4.083602393,4
76,-162.325571,-1.926448424,-3.134144305,4
77,73.92911648,6.9417557,11.99608703,3
78,19.32456373,25.52361259,-24.38506052,2
79,-198.1534306,7.582913793,-0.20821036,4
80,-14.42944937,3.157570417,-25.76238009,3
81,-19.40906944,25.84555549,1.389150904,2
82,61.12349654,53.87951631,-3.134309697,2
83,57.97304344,-39.37592451,-4.027207162,2
84,-146.8534379,6.211023959,-2.722361997,4
85,-30.09198098,27.51805889,-27.55746499,4
86,14.68450369,14.59091147,33.85423046,2
87,8.060516578,-20.4626966,-4.732024861,3
88,155.3681707,-15.06030254,-72.11121158,1
89,171.5451404,8.902782003,-33.29232007,3
90,44.26844346,32.59238959,20.47852131,2
91,147.1046236,15.638048,0.52520422,2
92,-66.78267609,14.40366924,-13.42982666,4
93,-149.2021458,6.0227674,-0.800076091,4
94,-16.14979085,32.57094826,30.22555515,4
95,70.02974399,-2.656540157,3.615296765,2
96,97.05840491,-41.54231881,-24.28016357,2
97,115.8381803,24.57466485,1.946292107,1
98,32.93182566,-9.971977074,-35.58169118,3
99,-71.31444091,-5.326370699,-4.188924773,3
100,12.10741584,-16.92698442,12.9524923,3
101,54.43346426,-16.89562101,27.02273707,1
102,-20.10044865,29.17640457,14.7219764,4
103,141.1182269,0.817527511,-26.56404911,2
104,2.392035941,0.684579754,-26.42149491,3
105,126.1522438,-20.97388561,-31.70525096,2
106,-4.18E-18,-2.09E-18,1.15E-18,1
107,134.5649254,19.84473451,-3.184216185,2
108,1.359635085,77.79962503,-5.332006759,3
109,52.16695898,3.290290955,6.663673572,1
110,-103.1052009,-6.443614971,12.51815658,3
111,-4.18E-18,-2.09E-18,1.15E-18,3
112,189.2000761,8.069752133,0.674169462,1
113,67.72054939,-13.0730063,-21.00239128,2
114,-4.18E-18,-2.09E-18,1.15E-18,2
115,-196.2131439,3.800907861,1.366223099,4
116,-157.3042692,3.854774265,2.864266806,4
117,82.40524502,2.84891349,-22.7812178,1
118,-177.6674246,8.199245452,-8.949237927,4
119,-97.63672692,-12.78236283,-15.83080923,4
120,105.3186148,-25.2714214,17.99478581,2
121,-109.3842842,-6.207745264,8.647280028,3
122,21.25558039,-33.4518866,-23.69966211,3
123,-33.24349318,-23.66518947,39.15723194,2
124,168.8247712,22.64692556,7.359918333,2
125,-142.14182,-18.99718309,1.788136568,4
126,-154.2558627,-22.77061909,1.716346833,4
127,-6.633317544,5.63837152,-28.53424405,3
128,-138.1163083,-19.02059873,12.23452705,4
129,-79.62306653,-19.36024418,-10.95944917,3
130,-0.10757529,1.520674475,-27.29679298,3
131,-53.13557694,-31.33873287,6.690453761,1
132,-65.63545093,1.382090014,8.716503086,4
133,103.0447092,-16.80809646,24.31490112,2
134,151.6046628,1.636574075,4.680924493,1
135,-196.8730846,5.285968251,-3.427341616,4
136,53.63622206,46.97862304,-21.55245009,2
137,188.6066844,-1.697424185,7.536096343,1
138,59.4930517,-29.18652394,-8.584025824,2
139,153.0668032,-31.3739171,33.20567033,1
140,-26.50408541,-18.49304641,-4.934672119,3
141,27.50194944,40.99786283,3.772520398,2
142,-64.2923893,7.56583628,26.52225447,4
143,-113.6457293,14.51801777,-3.294907631,4
144,-200.0141565,-3.303328242,0.04185907,4
145,128.2636116,0.819418439,7.999590992,2
146,103.8922763,4.682005641,9.874238695,1
