,x6,y6,z6,IncomeGroup
147,101.7197156,-6.971804836,-4.924889452,1
148,-128.1978839,-11.44842516,-0.10347647,3
149,126.2549864,-12.51591963,-26.25627019,2
150,108.0064366,22.89214332,6.350395614,3
151,-4.18E-18,-2.09E-18,1.15E-18,2
152,102.0307034,6.37622042,25.31367557,4
153,61.5582116,-2.387174383,-23.69277081,2
154,-89.42271099,1.360182824,-7.326170915,3
155,-144.4279879,2.509394842,9.091111274,4
156,-4.18E-18,-2.09E-18,1.15E-18,1
157,57.23417859,-10.52585764,18.40722213,1
158,-19.52849723,-23.30492033,-3.492444668,2
159,20.72698257,0.782805733,23.36977216,4
160,-179.8928864,11.87942435,2.863235133,4
161,53.66563439,-0.746207846,-22.09632862,2
162,155.0019122,-17.6866757,5.598760771,3
163,-106.8702801,5.187423181,-0.57564278,2
164,145.0818187,25.11270035,13.38294505,2
165,-125.7231436,-10.66455605,4.801279956,3
166,74.39472318,-63.15292996,-6.211825033,2
167,183.0129053,9.717348785,3.601270456,1
