,x5,y5,z5,IncomeGroup
135,202.2900177,4.055344999,-4.370575276,4
136,-99.23776801,27.06857213,-13.988549,2
137,-185.8923557,7.752775752,-0.875724319,1
138,-19.14680109,-37.4782012,-5.797117837,2
139,-205.0793953,-3.614970334,2.292386617,1
140,3.858600514,-8.411484768,12.17028438,3
141,-127.9842839,2.931421334,4.139173029,2
142,104.1579415,5.614301191,-11.7879402,4
143,81.57173886,7.536709027,8.498488303,4
144,207.8727176,-2.260448015,3.25737809,4
145,-200.958265,-12.70758638,5.861610756,2
146,-159.0911426,11.00837318,-15.09557469,1
147,-38.82418804,-20.01595736,-17.03470177,1
148,90.44831641,2.959143864,-6.61911628,3
149,-178.1677002,13.78281524,14.42006922,2
150,-149.2053689,18.22596036,11.10917044,3
151,3.39E-15,2.38E-16,-6.94E-17,2
152,-107.2141728,21.66759428,5.214844526,4
153,-73.49408655,-19.85263774,53.15701996,2
154,117.7821849,6.350881379,0.198553759,3
155,151.2599721,-11.22952311,8.451812772,4
156,51.84180818,3.034227982,1.726974299,1
157,57.68092777,-4.60201395,0.827487293,1
158,-8.600637011,-37.5085747,26.99399458,2
159,46.85375776,4.76321904,2.342808498,4
160,187.0733444,-0.294147344,10.08178747,4
161,-100.4465055,20.8242866,15.42228709,2
162,-104.4187715,-5.157820283,21.55217461,3
163,46.11164106,-8.401523132,-12.03903541,2
164,3.39E-15,2.38E-16,-6.94E-17,2
165,160.5759809,3.586443731,-0.720040568,3
166,-93.81639719,2.557333996,-2.527566183,2
167,-174.3766526,21.60629868,15.53532805,1
