,x3,y3,z3,IncomeGroup
0,140.3079583,-10.69090509,-10.81848361,1
1,137.9831582,-38.42471734,-8.99793017,2
2,5.030697653,35.30030384,-1.994834924,3
3,-166.4600388,2.579420838,0.130995184,4
4,-64.30644906,11.83487057,28.94601044,3
5,69.55661676,21.17331554,3.267222723,2
6,-158.876649,-2.283896086,-8.855643965,4
7,-178.1155698,-14.25594919,11.81661382,4
8,89.92547643,51.95784468,-24.14970611,3
9,206.3342522,-1.521833289,-0.693066667,1
10,-189.559737,0.151832456,2.235504298,4
11,-18.02537262,15.56887276,-55.71998615,1
12,138.920472,-14.52123588,1.766402664,1
13,-1.08E-15,6.18E-17,3.46E-17,2
14,-99.57387014,-4.585981764,9.809870497,3
15,-67.02069491,-3.678675291,-16.59098515,4
16,1.66321611,-31.47797292,2.328567163,4
17,-59.02786518,12.68406762,4.568663757,3
18,52.59217877,-10.39279314,1.868701821,3
19,48.85246803,-4.150638653,-7.70001915,2
20,-81.09962629,19.94455166,9.683414181,3
21,-1.08E-15,6.18E-17,3.46E-17,4
22,80.88044492,3.876582203,5.426061491,2
23,-16.72173675,-17.46617188,-43.07029098,3
24,60.53480989,9.475379256,-39.42209259,1
25,-174.6578086,8.487600743,-7.135928508,4
26,-165.5964704,-13.10310187,-6.088337584,4
27,-94.96860254,-12.78479142,1.216846999,4
28,-134.6469026,0.462025248,6.271052385,3
29,18.40427895,38.85366107,17.99443439,2
30,75.85142325,15.66326761,-33.36303468,2
31,161.9248536,-7.403615776,-1.175936473,1
32,165.8552225,30.28789708,-20.80937965,2
33,-29.20163147,-2.625289009,-9.567999265,3
34,169.3724228,1.659267845,-13.55340016,1
35,6.832848847,8.543770353,6.041418765,3
36,161.5578715,-19.25022798,-2.138283372,3
37,-104.3318607,-6.995828728,7.038791971,4
38,-85.24646305,-13.97025534,8.159835037,4
39,-196.5822124,0.710808254,-5.618041998,4
40,203.1636407,-1.034568718,-0.498584716,2
41,-194.2627896,-0.404151461,-1.430788259,4
42,19.86949506,-21.43079922,19.78632704,3
43,114.4255026,17.67133946,23.07946953,3
