,x2,y2,z2,IncomeGroup
0,-150.7349463,-8.500073407,-26.05262103,1
1,-153.1933649,0.364688685,17.27741759,2
2,-101.0927248,9.563891793,0.911868996,3
3,146.1385724,15.47871779,-3.299925919,4
4,78.49128515,5.56688226,11.2675231,3
5,-75.71405766,-31.29623406,21.4384057,2
6,167.7941801,16.44601705,5.861846223,4
7,159.5672425,19.36996424,5.773001894,4
8,-39.99884104,40.04078613,15.66948534,3
9,-1.13E-15,-6.45E-17,-1.42E-16,1
10,181.6708194,-8.880254095,-3.39401379,4
11,9.88455843,-27.87769957,-1.104968452,1
12,-137.0003741,-21.27680605,-28.85599617,1
13,-6.673171982,15.00756392,19.52805985,2
14,22.02915917,26.62365552,-14.72101456,3
15,114.4914908,-12.57728148,-7.97983011,4
16,-0.626240516,-22.87889227,-1.761954625,4
17,-33.60259399,41.4027961,12.20987711,3
18,-1.13E-15,-6.45E-17,-1.42E-16,3
19,-76.96734751,-18.02079352,3.526492161,2
20,88.33988023,-21.72322013,27.40159012,3
21,-1.13E-15,-6.45E-17,-1.42E-16,4
22,-120.4060299,0.696608537,-0.682781877,2
23,-123.6608982,-28.64625343,-14.22276601,3
24,-1.13E-15,-6.45E-17,-1.42E-16,1
25,172.7406917,-16.35161868,4.413118657,4
26,185.366254,-7.276860595,-6.54346783,4
27,69.66255337,-40.71187869,-10.38805101,4
28,129.2680603,8.445966382,-1.144178185,3
29,-63.12024592,-4.990112124,-45.59356964,2
30,-68.89013993,1.546402598,10.20439721,2
31,-24.56471678,-25.81537628,-23.19198024,1
32,-95.53339033,-49.84360486,81.79828658,2
33,11.07050932,-41.49425124,-9.143447424,3
34,-101.0503093,2.004778546,35.06638206,1
35,37.3925909,-41.58398155,-3.231965145,3
36,-180.0616509,6.519766699,-3.640899521,3
37,76.78767711,16.52430081,-22.50456903,4
38,137.2813202,10.55332891,15.1753652,4
39,200.8582401,-0.03414509,3.043424036,4
40,-108.8587332,5.846315917,-33.0525851,2
41,168.9451548,0.726851349,12.11250737,4
42,13.14950676,-40.4612518,21.00035974,3
43,-133.1912169,27.79302761,3.969695756,3
44,8.948180031,-0.822983993,21.76652168,3
45,-45.27473257,-20.02849933,14.15928704,2
46,-202.7802358,-6.156737985,-4.364572671,1
47,140.6345789,-18.63381925,-2.18022812,4
48,83.96493945,7.662072069,-4.646747598,4
49,-107.3410163,39.55170947,-12.24806838,1
