,x,y,IncomeGroup
79,183.1730114,3.878521223,4
80,-1.174405032,10.16999337,3
81,103.1590484,4.274605254,2
82,-164.9232834,-24.54085834,2
83,6.873666272,-17.71796228,2
84,151.3178176,1.523761158,4
85,74.55712796,-7.235669003,4
86,-182.9800488,-15.15431144,2
87,-12.30107909,28.56163647,3
88,-158.1072507,-7.044573271,1
89,-136.7707172,-26.96426064,3
90,3.39E-15,2.38E-16,2
91,-186.1304243,0.961786262,2
92,143.3860298,-4.860762841,4
93,203.8183124,-3.465340337,4
94,101.3013387,2.878896367,4
95,-33.28842207,-24.47584972,2
96,-37.31682227,-12.17462269,2
97,-163.358406,30.46183268,1
98,-68.45241667,21.82331146,3
99,68.21924394,5.615254189,3
100,-75.23948859,-2.077968618,3
101,-73.42449383,9.091394578,1
102,63.37992457,-4.364277415,4
103,-84.03513334,15.63385967,2
104,-113.8320398,-10.11382936,3
105,-82.34167825,-31.96864471,2
106,-26.1139986,-16.62163881,1
107,-195.2932869,13.73683282,2
108,3.39E-15,2.38E-16,3
109,3.39E-15,2.38E-16,1
110,117.8743631,5.004574785,3
111,-4.330374848,20.38562603,3
112,-57.08589167,0.877080982,1
113,-32.2493051,2.198409999,2
114,-59.77222987,36.63813175,2
115,205.8830112,3.706499893,4
116,151.4252834,14.78248785,4
117,-108.3189642,-25.35344865,1
118,110.1578249,2.064842351,4
119,87.03040582,5.118516583,4
120,36.18059214,-8.551048733,2
121,106.0579193,0.600664743,3
122,29.74916105,5.539790983,3
123,19.47869361,-11.76946033,2
124,-69.24755536,19.25514771,2
125,120.0828948,-2.716518016,4
126,113.9713855,-6.858075001,4
127,-53.63948764,9.867568528,3
128,137.6217652,9.560804303,4
129,47.71603802,19.38384578,3
130,-51.44410382,-27.63260936,3
131,46.97313724,1.23479474,1
132,75.81844533,-3.394683858,4
133,-70.54078203,-38.76909797,2
134,-127.6116713,21.71968555,1
135,202.2900177,4.055344999,4
136,-99.23776801,27.06857213,2
137,-185.8923557,7.752775752,1
138,-19.14680109,-37.4782012,2
139,-205.0793953,-3.614970334,1
140,3.858600514,-8.411484768,3
141,-127.9842839,2.931421334,2
142,104.1579415,5.614301191,4
143,81.57173886,7.536709027,4
144,207.8727176,-2.260448015,4
145,-200.958265,-12.70758638,2
146,-159.0911426,11.00837318,1
147,-38.82418804,-20.01595736,1
148,90.44831641,2.959143864,3
149,-178.1677002,13.78281524,2
150,-149.2053689,18.22596036,3
151,3.39E-15,2.38E-16,2
152,-107.2141728,21.66759428,4
153,-73.49408655,-19.85263774,2
154,117.7821849,6.350881379,3
155,151.2599721,-11.22952311,4
156,51.84180818,3.034227982,1
157,57.68092777,-4.60201395,1
158,-8.600637011,-37.5085747,2
159,46.85375776,4.76321904,4
160,187.0733444,-0.294147344,4
161,-100.4465055,20.8242866,2
162,-104.4187715,-5.157820283,3
163,46.11164106,-8.401523132,2
164,3.39E-15,2.38E-16,2
165,160.5759809,3.586443731,3
166,-93.81639719,2.557333996,2
167,-174.3766526,21.60629868,1
