,x,y,IncomeGroup
65,46.2005024,-9.690341391,2
66,-82.84019714,10.04902572,3
67,184.1676394,10.79352145,1
68,-128.3909742,11.47691965,4
69,-89.35237976,-13.98951139,2
70,-95.43028449,2.585147762,2
71,-139.2063123,1.173912696,4
72,-29.90115383,3.108136736,3
73,167.732977,-16.5346684,3
74,-99.93032223,16.97519646,4
75,-107.3392885,37.85674698,4
76,-162.325571,-1.926448424,4
77,73.92911648,6.9417557,3
78,19.32456373,25.52361259,2
79,-198.1534306,7.582913793,4
80,-14.42944937,3.157570417,3
81,-19.40906943,25.84555549,2
82,61.12349654,53.87951631,2
83,57.97304344,-39.37592451,2
84,-146.8534379,6.211023959,4
85,-30.09198098,27.51805889,4
86,14.68450369,14.59091147,2
87,8.060516578,-20.4626966,3
88,155.3681707,-15.06030254,1
89,171.5451404,8.902782003,3
90,44.26844346,32.59238959,2
91,147.1046236,15.638048,2
92,-66.78267609,14.40366924,4
93,-149.2021458,6.0227674,4
94,-16.14979085,32.57094826,4
95,70.02974399,-2.656540157,2
96,97.05840491,-41.54231881,2
97,115.8381803,24.57466485,1
98,32.93182566,-9.971977074,3
99,-71.31444091,-5.326370699,3
100,12.10741584,-16.92698442,3
101,54.43346426,-16.89562101,1
102,-20.10044865,29.17640457,4
103,141.1182269,0.817527511,2
104,2.392035941,0.684579754,3
105,126.1522438,-20.97388561,2
106,-2.74E-10,-9.55E-12,1
107,134.5649254,19.84473451,2
108,1.359635085,77.79962503,3
109,52.16695898,3.290290955,1
110,-103.1052009,-6.443614971,3
111,-2.74E-10,-9.55E-12,3
112,189.2000761,8.069752133,1
113,67.72054939,-13.0730063,2
114,-2.74E-10,-9.55E-12,2
115,-196.2131439,3.800907861,4
116,-157.3042692,3.854774265,4
117,82.40524502,2.84891349,1
118,-177.6674246,8.199245452,4
119,-97.63672692,-12.78236283,4
120,105.3186148,-25.2714214,2
121,-109.3842842,-6.207745264,3
122,21.25558039,-33.4518866,3
123,-33.24349318,-23.66518947,2
124,168.8247712,22.64692556,2
125,-142.14182,-18.99718309,4
126,-154.2558627,-22.77061909,4
127,-6.633317545,5.63837152,3
128,-138.1163083,-19.02059873,4
129,-79.62306653,-19.36024418,3
130,-0.107575289,1.520674475,3
131,-53.13557694,-31.33873287,1
132,-65.63545093,1.382090014,4
133,103.0447092,-16.80809646,2
134,151.6046628,1.636574075,1
135,-196.8730846,5.285968251,4
136,53.63622206,46.97862304,2
137,188.6066844,-1.697424185,1
138,59.4930517,-29.18652394,2
139,153.0668032,-31.3739171,1
140,-26.50408541,-18.49304641,3
141,27.50194944,40.99786283,2
142,-64.2923893,7.56583628,4
143,-113.6457293,14.51801777,4
144,-200.0141565,-3.303328242,4
145,128.2636116,0.819418439,2
146,103.8922763,4.682005641,1
147,101.7197156,-6.971804836,1
148,-128.1978839,-11.44842515,3
149,126.2549864,-12.51591963,2
150,108.0064366,22.89214332,3
151,-2.74E-10,-9.55E-12,2
152,102.0307034,6.37622042,4
153,61.5582116,-2.387174383,2
154,-89.42271099,1.360182824,3
155,-144.4279879,2.509394842,4
156,-2.74E-10,-9.55E-12,1
157,57.23417859,-10.52585764,1
158,-19.52849723,-23.30492033,2
159,20.72698257,0.782805733,4
160,-179.8928864,11.87942435,4
161,53.66563439,-0.746207846,2
162,155.0019122,-17.6866757,3
163,-106.8702801,5.187423181,2
164,145.0818187,25.11270035,2
165,-125.7231436,-10.66455605,3
166,74.39472318,-63.15292996,2
167,183.0129053,9.717348785,1
