,x,y,IncomeGroup
131,11.96588036,27.61588068,1
132,-78.22071365,4.239353952,4
133,177.3168926,4.537241286,2
134,51.87892369,-48.26924061,1
135,-199.4246821,-5.676330943,4
136,56.35988209,0.551311867,2
137,-2.11E-15,1.20E-17,1
138,-35.61298463,-52.69595063,2
139,208.1960817,-8.8944402,1
140,-37.10811163,41.09938484,3
141,21.68714042,-13.44703943,2
142,-96.68667134,8.289912125,4
143,-114.8203442,6.416019237,4
144,-195.5570481,4.829784985,4
145,187.0222297,-5.541704116,2
146,79.22937633,8.020862771,1
147,148.4226756,3.605769205,1
148,-123.3751264,4.806249632,3
149,87.68939583,-17.4944444,2
150,153.4708274,-21.43355256,3
151,-2.11E-15,1.20E-17,2
152,-2.11E-15,1.20E-17,4
153,79.49361027,37.41286981,2
154,-131.2320537,-0.411609739,3
155,-163.6250413,-2.840758176,4
156,138.5602847,10.99481004,1
157,-2.11E-15,1.20E-17,1
158,-47.55089649,17.60220015,2
159,37.21339634,17.50664224,4
160,-186.1852397,4.292743298,4
161,115.557705,64.24134711,2
162,-5.684619733,22.71514072,3
163,-81.99366623,1.49456818,2
164,169.0305351,23.79468564,2
165,-124.6261293,4.523384715,3
166,96.43780927,-8.977840383,2
167,132.8426239,30.70303429,1
