,x2,y2,z2
0,-150.73494629174166,-8.500073406916904,-26.052621034236804
1,-153.19336488538136,0.36468868452732894,17.277417588542804
2,-101.09272479729938,9.563891793470969,0.9118689961888335
3,146.13857242228434,15.47871779190698,-3.299925919189693
4,78.49128515197083,5.566882260295698,11.267523097096785
5,-75.71405766389843,-31.2962340576851,21.43840570044994
6,167.79418008061313,16.446017047749955,5.8618462232480315
7,159.5672425236368,19.369964238722833,5.773001894233065
8,-39.998841044808465,40.04078613285875,15.669485336669544
9,-1.1340393096157314e-15,-6.454834164856508e-17,-1.4234679050889828e-16
10,181.67081937773534,-8.880254094510061,-3.3940137903881276
11,9.884558430344688,-27.87769956889143,-1.1049684522007348
12,-137.0003741114979,-21.276806051481866,-28.855996171357116
13,-6.673171982140773,15.007563923346934,19.52805984592376
14,22.02915917052385,26.623655516240255,-14.721014559825086
15,114.49149084130511,-12.577281479568578,-7.979830110226754
16,-0.626240515592245,-22.878892268655044,-1.761954624706711
17,-33.602593994024915,41.40279610093783,12.209877114333265
18,-1.1340393096157314e-15,-6.454834164856508e-17,-1.4234679050889828e-16
19,-76.96734750529758,-18.02079351660248,3.5264921611705655
20,88.33988022707672,-21.723220130522797,27.401590122636023
21,-1.1340393096157314e-15,-6.454834164856508e-17,-1.4234679050889828e-16
22,-120.40602994468809,0.6966085367842297,-0.682781876760507
23,-123.66089822899018,-28.646253432453364,-14.222766009509519
24,-1.1340393096157314e-15,-6.454834164856508e-17,-1.4234679050889828e-16
25,172.74069170402785,-16.351618676839273,4.413118656762099
26,185.36625399205437,-7.276860594901255,-6.543467829999632
27,69.66255336527239,-40.711878685894206,-10.38805100649553
28,129.26806026563148,8.445966382376868,-1.1441781849657726
29,-63.120245915661904,-4.99011212414978,-45.59356963549247
30,-68.89013993418553,1.5464025983067509,10.204397213387368
31,-24.564716784712534,-25.815376284292476,-23.191980240538143
32,-95.53339033272336,-49.843604856886195,81.79828658486656
33,11.070509322229833,-41.49425123803374,-9.143447424292273
34,-101.0503093370672,2.0047785456203693,35.06638205910975
35,37.392590903414025,-41.58398155222736,-3.231965144731561
36,-180.06165093815355,6.519766699426304,-3.640899520688529
37,76.78767710780707,16.524300810611624,-22.50456902731666
38,137.28132023817312,10.55332891280531,15.175365199050123
39,200.85824013600615,-0.03414509023634667,3.0434240356324818
40,-108.85873322464717,5.846315917245044,-33.052585101881704
41,168.94515482575014,0.726851349084143,12.112507371705078
42,13.149506760011944,-40.46125180353101,21.000359736351925
43,-133.1912169281069,27.793027605289932,3.9696957558560615
44,8.948180030516959,-0.822983992546407,21.766521679998522
45,-45.274732574678595,-20.028499334864186,14.159287043021266
46,-202.78023583862856,-6.156737985391202,-4.3645726712147574
47,140.63457889552646,-18.633819249103375,-2.1802281198722913
48,83.96493944998917,7.662072069351668,-4.646747597802478
49,-107.3410162950387,39.55170947243131,-12.24806838317265
50,174.9108876260326,2.57780386301304,-11.7033474165337
