,x,y,z
0,203.04137719862806,-2.6719473358362764,0.754568863486378
1,31.03839911350482,-15.781796792979295,-7.5131383587341425
2,133.91468986748114,-40.61130954497845,-16.851407892661097
3,-152.64025393456944,0.9653137575788754,-2.0912442678014482
4,-75.3459346305745,2.6785446154460213,2.6077748821384694
5,137.80712126801419,11.362053466825577,6.067484085757971
6,-158.26239358049187,-0.42067763067524844,4.324906272308595
7,-186.89776595189707,3.8987482973594596,-2.1989499326955
8,89.19463244195079,-16.21593455163985,4.137398606818019
9,72.67556146011603,-65.23078201244378,-4.682229105775928
10,-168.48694059118515,4.894926269827861,-1.7828989655089196
11,51.98385937396411,6.207562931711129,82.10727259834788
12,106.66244771405876,-33.532924351135456,25.59265100182928
13,42.21435539980749,37.2481736496455,3.7979352138722673
14,-55.545528233459116,18.798755685855234,14.648041850806923
15,-86.49483553269046,-47.211924921544465,-11.694288203475518
16,-5.162645989762372e-18,-8.085104646080151e-19,-5.750800864476474e-18
17,37.88124838308026,5.613639573353299,-17.76047391696045
18,16.94266337071154,5.389764863830783,-45.184436193670436
19,88.12539351732609,6.706577981374726,18.736591064590023
20,-31.110790935214222,-7.701369204280182,3.2577596797198396
21,-5.162645989762372e-18,-8.085104646080151e-19,-5.750800864476474e-18
22,132.75093301932512,3.7876904468600943,16.45228147114261
23,-5.162645989762372e-18,-8.085104646080151e-19,-5.750800864476474e-18
24,-5.162645989762372e-18,-8.085104646080151e-19,-5.750800864476474e-18
25,-174.62928096491535,-0.5712709670526983,-0.7702705556466032
26,-184.72108626115926,6.662001285906881,-7.721642732703261
27,-109.69014230982239,-9.613342468366877,-5.929406786993912
28,-118.57420397733685,-3.9312166014534253,4.569873289247564
29,69.96267018962114,33.954034037899774,-34.318619169592075
30,35.001358290673934,38.04140888040851,-26.802598349440437
31,-5.162645989762372e-18,-8.085104646080151e-19,-5.750800864476474e-18
32,-5.162645989762372e-18,-8.085104646080151e-19,-5.750800864476474e-18
33,28.87414579408603,2.6374661008472455,28.533990784090953
34,33.70674592530796,-29.264140192639015,-0.2946832679821088
35,6.810923653092631,-15.664236717089448,-13.6085540516909
36,-5.162645989762372e-18,-8.085104646080151e-19,-5.750800864476474e-18
37,-66.17665068979757,-13.638055491614121,-8.940462155036428
38,-97.01702057745815,-1.4388449933069758,-2.5508906486624685
39,-192.38802684698203,-1.7787100122261792,-0.6276289938883947
40,170.09736232406667,-4.956338551945159,1.3040956006334392
41,-166.88888821044583,-4.758704746289365,-8.813092275694169
42,61.67610875540483,4.998539557783637,-21.915624594111303
43,149.11889093590077,33.734661839655466,14.039130545879237
44,-1.306572242873518,12.021328224760449,-3.0489333010894684
45,71.65081777169839,20.717635369843286,33.6230297442162
46,100.07741173009839,-25.106688211403696,35.899866646949974
47,-134.09980569862685,-1.7631780935098622,5.157875357901833
48,-70.40359935040509,-6.93585107316638,-12.216840147865003
49,87.012835143023,64.23714162322003,-28.409976860546543
50,-162.84323854683694,8.815526404659991,2.821771635646238
51,-5.162645989762372e-18,-8.085104646080151e-19,-5.750800864476474e-18
52,-153.69269997779455,-2.8428045778948072,2.05631548117192
53,123.0900147146836,-32.04366361650682,-50.907793898210315
54,-179.85364389749813,0.7220834729158976,5.261209816741897
55,-5.162645989762372e-18,-8.085104646080151e-19,-5.750800864476474e-18
56,123.10727149489466,-19.140992176291128,-3.8851677912760203
57,-26.364404571163053,26.764418042909238,-6.6654008012652435
58,22.993770155479663,-52.71154016208204,20.02006478265606
59,95.67119470732257,9.273021291456603,-22.964062854932727
60,-5.162645989762372e-18,-8.085104646080151e-19,-5.750800864476474e-18
61,-123.71128657811575,17.230815707003917,-1.211269732938381
62,18.061960810708214,20.267441658117953,5.676283135772277
63,152.2088981569393,12.476258331967122,18.13862364120228
64,-182.46275185489344,2.8234580746286224,-1.5080835415173277
65,25.04217495761029,-10.21623810860189,-19.2814598496604
