x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6
69.96267019,33.95403404,-34.31861917,-63.12024592,-4.990112124,-45.59356964,18.40427895,38.85366107,17.99443439,14.60291836,43.10259412,18.22903643,-38.51079769,36.67894245,-3.755461801,-77.52926957,-0.876698633,21.90738346
35.00135829,38.04140888,-26.80259835,-68.89013993,1.546402598,10.20439721,75.85142325,15.66326761,-33.36303468,141.1622287,35.43252936,-17.2615119,-160.2131018,23.66785555,14.79651662,41.53342798,-9.80881652,46.06288424
-5.16E-18,-8.09E-19,-5.75E-18,-24.56471678,-25.81537628,-23.19198024,161.9248536,-7.403615776,-1.175936473,205.6513191,0.388284384,-4.110680042,-118.3568608,-22.64773838,-3.256411351,102.9655905,14.25786961,14.74875217
-5.16E-18,-8.09E-19,-5.75E-18,-95.53339033,-49.84360486,81.79828658,165.8552225,30.28789708,-20.80937965,188.4239992,13.5498971,2.445440555,-110.1604364,21.1340297,36.28289514,88.95664105,-52.49239534,7.992052421
28.87414579,2.637466101,28.53399078,11.07050932,-41.49425124,-9.143447424,-29.20163147,-2.625289009,-9.567999265,44.36052906,-23.73706339,-1.550989493,-43.12750307,-27.80223347,27.56343573,-46.18333288,-15.81259356,24.2582238
33.70674593,-29.26414019,-0.294683268,-101.0503093,2.004778546,35.06638206,169.3724228,1.659267845,-13.55340016,113.7135128,-51.88001961,-3.083885692,-46.90608824,25.21513633,-13.76168587,65.45416422,33.30961077,21.48488412
6.810923653,-15.66423672,-13.60855405,37.3925909,-41.58398155,-3.231965145,6.832848847,8.543770353,6.041418765,31.94578853,15.70524744,-14.87692456,-34.73086032,-21.35192366,-5.390587997,-11.43173918,4.27300628,9.940315642
-5.16E-18,-8.09E-19,-5.75E-18,-180.0616509,6.519766699,-3.640899521,161.5578715,-19.25022798,-2.138283372,177.3258142,-14.40413695,22.89016526,-122.4057323,33.88546052,0.95873199,167.0660528,-2.285975773,3.894818669
-66.17665069,-13.63805549,-8.940462155,76.78767711,16.52430081,-22.50456903,-104.3318607,-6.995828728,7.038791971,-53.00887022,-9.306397404,0.361007442,44.55852728,12.28226596,-4.641499228,-87.41765997,4.396870521,-0.80714072
-97.01702058,-1.438844993,-2.550890649,137.2813202,10.55332891,15.1753652,-85.24646305,-13.97025534,8.159835037,-136.0706909,-3.54763875,16.38712881,149.6023313,-1.679963682,-12.6701991,-158.9447282,-16.96010298,-0.996488344
-192.3880268,-1.778710012,-0.627628994,200.8582401,-0.03414509,3.043424036,-196.5822124,0.710808254,-5.618041998,-210.4780457,-0.737974738,-1.078159587,210.2068055,2.660743488,3.229853758,-211.9607839,1.149316419,0.70269575
170.0973623,-4.956338552,1.304095601,-108.8587332,5.846315917,-33.0525851,203.1636407,-1.034568718,-0.498584716,175.6304641,1.727321491,-14.61481986,-122.7166117,23.31627121,-19.64250403,41.78225233,16.31908264,-23.03645558
-166.8888882,-4.758704746,-8.813092276,168.9451548,0.726851349,12.11250737,-194.2627896,-0.404151461,-1.430788259,-172.2536864,1.913418091,10.02734353,164.9237555,7.114086112,-7.425544823,-192.688049,6.569715556,-6.130206048
61.67610876,4.998539558,-21.91562459,13.14950676,-40.4612518,21.00035974,19.86949506,-21.43079922,19.78632704,-21.56155083,2.80248753,1.614617406,-33.38790613,-16.69230149,-4.0271771,31.9067892,-14.13328667,18.54268508
149.1188909,33.73466184,14.03913055,-133.1912169,27.79302761,3.969695756,114.4255026,17.67133946,23.07946953,41.60102095,-20.72583067,-23.79579374,0.292285478,-12.57708576,19.79705232,94.92782325,2.048849268,1.448462241
-1.306572243,12.02132822,-3.048933301,8.948180031,-0.822983993,21.76652168,7.911648053,25.21099113,9.119095477,23.67034484,8.833010406,9.53289453,5.259310263,-4.537094975,-17.7914038,-39.24139852,23.09713908,8.010487111
71.65081777,20.71763537,33.62302974,-45.27473257,-20.02849933,14.15928704,-54.44425467,-2.434983152,12.03353781,-41.09798724,-22.62230176,-17.77703347,79.74047491,-9.891387524,6.37048831,-23.40087962,-1.01030166,-4.827836555
100.0774117,-25.10668821,35.89986665,-202.7802358,-6.156737985,-4.364572671,171.0293042,11.3350226,45.08436825,180.7748649,23.14824235,-9.617921185,-166.7589015,6.8049719,5.916614842,184.7430824,13.85165918,9.787118674
-134.0998057,-1.763178094,5.157875358,140.6345789,-18.63381925,-2.18022812,-154.5393887,4.986043637,11.63034691,-164.8217653,0.700191031,-1.660104566,152.5101858,0.476288145,-1.777098014,-171.5868173,-9.576578557,7.122839967
-70.40359935,-6.935851073,-12.21684015,83.96493945,7.662072069,-4.646747598,-24.88150276,0.357353251,-2.08302026,-112.1648944,-18.33609816,3.070392493,107.7039143,-2.110269087,-1.4524091,-115.4255803,1.302364219,-5.813895909
87.01283514,64.23714162,-28.40997686,-107.3410163,39.55170947,-12.24806838,158.1423257,-6.816652157,9.195662823,64.74398946,26.48343582,-16.83126333,-105.8708726,31.29953815,-41.99581543,-4.18E-18,-2.09E-18,1.15E-18
-162.8432385,8.815526405,2.821771636,174.9108876,2.577803863,-11.70334742,-197.8758882,-6.914713445,4.028822304,-148.258023,-22.68170492,2.853834572,175.0787744,9.217813143,1.570238253,-189.918203,5.070657023,-1.271119036
-5.16E-18,-8.09E-19,-5.75E-18,-159.0573112,12.30896638,6.647217943,111.5979669,37.71821904,-14.86979526,77.00018954,-4.298826717,19.8615882,-132.6183434,27.28536195,6.205090522,119.0229204,41.17198171,5.325960946
-153.6927,-2.842804578,2.056315481,167.4889665,-9.678960189,5.228227772,-173.6664275,-2.905781896,11.27521211,-181.100051,3.038341317,7.576029329,172.3754227,-0.433437863,2.354734582,-175.1491524,-0.845960722,-1.637659641
123.0900147,-32.04366362,-50.9077939,-101.8707319,-18.84965548,-29.06798747,131.2785278,30.60526948,-4.491683938,166.7626073,-13.63443291,29.580205,-161.4906731,5.507241118,-3.982356685,176.1292424,3.865657019,-16.36850256
-179.8536439,0.722083473,5.261209817,184.0302276,6.318268049,7.684608817,-179.4601061,1.986105572,-1.991801028,-199.5286296,0.029078166,-5.370715968,197.0788413,4.31187499,1.521566143,-194.5273267,0.952015857,-3.443283582
-5.16E-18,-8.09E-19,-5.75E-18,-43.88782386,3.186556022,-19.24105841,0.917222247,-57.81954662,-0.778930556,87.65295243,31.89537329,-21.74217213,-121.5892104,-2.965556162,-4.266277952,96.49845029,14.40241311,-18.02806495
123.1072715,-19.14099218,-3.885167791,-77.43097762,-14.44237604,-54.8679751,83.21102997,-8.577071011,41.42607279,51.79606643,9.052828591,10.73391638,-27.08670823,-3.031021156,-2.500916162,57.19682677,16.43892229,8.096652971
-26.36440457,26.76441804,-6.665400801,-44.29395719,-25.14589069,-22.31366167,89.97900237,-41.32863532,29.15003208,107.0939201,25.83238446,-1.837370529,-111.9377441,0.586738237,-4.282724076,141.7322788,28.24928565,42.54713073
22.99377016,-52.71154016,20.02006478,-80.43727294,-15.11922985,-6.594928444,93.27239544,-3.552482207,18.57516839,159.613793,-11.90039344,39.03714378,3.39E-15,2.38E-16,-6.94E-17,112.031955,-33.99520111,32.91606309
95.67119471,9.273021291,-22.96406285,-165.6767451,35.68903534,30.30058794,52.12989532,-33.42871984,4.497815648,115.1536501,-24.77956368,-24.53261472,-113.0056044,-5.111194933,-48.58170761,114.0731931,-24.68988798,11.25484224
-5.16E-18,-8.09E-19,-5.75E-18,-1.13E-15,-6.45E-17,-1.42E-16,-1.08E-15,6.18E-17,3.46E-17,132.8909227,13.11578298,-24.57813813,-199.9340823,-3.059969654,-0.853224949,132.0853297,-70.97969334,17.57801442
-123.7112866,17.23081571,-1.211269733,49.95239663,-6.341715033,-9.624973468,-15.04729102,9.603134946,-13.49228702,-88.41217518,-19.23021455,-17.32518628,89.99982373,-6.038980788,19.57637493,-101.0897702,-8.400420914,0.479793869
18.06196081,20.26744166,5.676283136,-27.56766397,-69.63382767,0.028582754,-9.781057529,-4.035058991,-0.532800474,-3.418900585,-4.790340166,4.178694896,-86.26124103,-1.250808391,-18.47864371,111.1439347,-6.765085006,-35.28887412
152.2088982,12.47625833,18.13862364,-151.6561754,-3.762164493,-10.81201783,136.4210884,-17.52660932,2.084270957,104.4036555,-23.20365607,-11.62589488,-27.13769672,-23.73842474,-6.104064776,126.7596937,40.58723247,9.088898802
-182.4627519,2.823458075,-1.508083542,172.4889824,15.4509653,-5.939936377,-199.9511876,2.015583421,3.098032641,-176.2124154,-0.230027318,1.061802548,192.9502144,0.932551817,-7.517710314,-183.2787377,-3.125060329,4.743192716
25.04217496,-10.21623811,-19.28145985,3.208445505,-34.15744249,26.84445074,72.88290126,-8.037733245,19.29138055,57.62223567,-33.27685383,12.2822207,-88.29844056,-32.09695891,-13.99376929,46.2005024,-9.690341391,16.05639492
-25.73519059,12.1963406,-6.958117132,3.938146978,18.07776363,-11.80611216,-87.05293226,-12.15164477,-12.26113612,-62.65558519,-8.196209091,-4.992366648,76.2386427,10.59134113,-2.445095038,-82.84019714,10.04902572,-6.396666976
118.3059847,-11.16706128,-5.850811997,-60.41764452,61.30337684,11.2283194,182.9100577,16.46739417,-9.70385491,160.7980114,-3.94265102,-3.321038101,-210.4346349,0.219749668,0.212024947,184.1676394,10.79352145,-3.644908535
-101.9312353,2.057851855,-9.637600899,53.86355937,-26.26190525,-18.66015459,-91.50249304,-10.88775824,-2.092734,-129.1372773,24.28286557,2.921608431,118.2706746,-6.330120983,7.540142608,-128.3909742,11.47691965,-2.471574513
-79.71909241,-8.858977255,7.227255721,2.773898746,-5.682966389,4.633935177,-42.84159247,31.08141883,-1.829073583,-66.99989559,5.727463578,-19.95862703,45.20644537,-9.992092974,6.498188175,-89.35237976,-13.98951139,-2.301056004
-90.84861114,-4.104294959,7.756783086,78.22870667,6.702148365,-3.536101408,-76.55783412,3.831413564,-3.639029877,-69.09644136,8.301290027,12.50485798,117.8228059,2.559578046,3.568494465,-95.43028449,2.585147762,10.40384406
-170.8157007,5.992770813,-0.724245203,176.3036457,9.506799116,17.45252987,-136.2210548,-3.90641781,1.959933186,-180.2345225,2.380306307,-14.68651915,162.5917583,-1.001007758,-4.198001353,-139.2063123,1.173912696,5.289704447
20.87891306,-38.2623314,-28.64459119,-50.50547168,-30.83217219,-0.010224212,90.93596051,-17.34623706,10.19627136,-2.11E-15,1.20E-17,-6.20E-17,-42.95394899,16.69617382,15.84725843,-29.90115383,3.108136736,-16.26026513
-5.16E-18,-8.09E-19,-5.75E-18,-175.7139613,-5.527476353,-12.29448091,164.3361593,20.06272241,9.828125383,150.8811195,20.7502797,1.293855783,-169.9796989,-8.174053299,-14.46907215,167.732977,-16.5346684,-11.18381913
-5.16E-18,-8.09E-19,-5.75E-18,82.07328776,9.371602254,-39.87070031,-119.9644589,-17.27669432,-11.47710036,-114.8082203,-19.31674846,-15.1475091,105.8720316,-11.3018656,-2.795521952,-99.93032223,16.97519646,-16.1421384
-107.1659755,-2.473799561,11.48863787,116.029935,-0.413800217,-11.4689453,-1.08E-15,6.18E-17,3.46E-17,-93.02920347,27.55887918,-49.63548715,146.1333998,-6.720331404,2.363350378,-107.3392885,37.85674698,-4.083602393
-139.6600477,-1.260009868,5.911990486,146.5812543,-8.884027986,-2.927606777,-151.0110813,7.499672653,1.85379019,-160.6422023,5.497440756,5.109154738,159.7371203,-2.245460284,1.807570759,-162.325571,-1.926448424,-3.134144305
101.8062267,-7.978273918,-24.19158492,-80.57316509,40.39829331,-4.936675904,113.3579294,12.00169395,-6.932420274,-13.39996226,-24.13950576,-11.34836191,-106.688904,13.8905999,-9.234306489,73.92911648,6.9417557,11.99608703
-60.56349266,-16.72833376,10.35928955,-13.76264726,26.48195104,18.01547665,66.16232579,15.17851949,36.11288165,-23.20788256,8.310368923,9.446323572,40.89736995,-8.966534336,3.77101698,19.32456373,25.52361259,-24.38506052
-184.1019119,4.026547675,0.588728314,186.3009735,3.464206672,-0.712252185,-184.5092835,3.162530874,-4.788679336,-185.6200936,3.557489294,-6.754169167,183.1730114,3.878521223,-0.415233254,-198.1534306,7.582913793,-0.20821036
142.4332852,11.929674,15.00100467,26.96092961,43.68856532,1.513905672,22.73009647,-41.36446624,7.511337624,32.36451436,41.1750389,-3.565362074,-1.174405032,10.16999337,10.24662874,-14.42944937,3.157570417,-25.76238009
22.03684327,-2.804642696,11.17521805,-57.70871912,30.88086147,-1.206171577,111.0684529,21.15107082,30.6154079,3.450420925,75.34665417,45.18449598,103.1590484,4.274605254,1.272364101,-19.40906944,25.84555549,1.389150904
76.52476734,-1.422250715,8.919127971,-47.01312307,51.76522843,7.556728524,115.0260691,-47.37912273,-24.43400949,173.5389216,-9.104710285,17.801761,-164.9232834,-24.54085834,13.10561333,61.12349654,53.87951631,-3.134309697
27.86307214,14.33187707,7.40733488,-113.1222135,-25.4976542,-32.76830481,67.50541033,14.28543332,-0.733043642,13.90440611,-38.11625892,2.378950786,6.873666272,-17.71796228,-29.33469321,57.97304344,-39.37592451,-4.027207162
-134.1532088,-3.061519114,2.829556107,147.2528849,13.44132376,2.661819578,-154.4792598,4.128809304,8.617894705,-154.2512616,-2.388796527,-5.008494654,151.3178176,1.523761158,4.256829206,-146.8534379,6.211023959,-2.722361997
-72.21048111,25.61520939,3.025006958,101.0320792,1.019686426,-12.18002811,-14.52282478,-24.49176182,-16.53923676,-52.71088309,7.567689022,-28.11125705,74.55712796,-7.235669003,-20.63851897,-30.09198098,27.51805889,-27.55746499
107.0557815,5.232945093,-5.106704238,-97.78296019,6.226618388,30.13442649,83.09197651,-20.99416361,-11.33780846,125.0822594,-29.71470031,3.736892522,-182.9800488,-15.15431144,1.070502418,14.68450369,14.59091147,33.85423046
67.68310426,-15.69383513,13.50424902,106.9580953,-31.93960576,-3.152962405,60.17987038,32.05367835,9.538492111,26.44076549,24.20289689,-30.75250604,-12.30107909,28.56163647,-16.24004072,8.060516578,-20.4626966,-4.732024861
76.92930537,-48.55449064,-22.61829381,-115.0888095,-21.04181519,-3.563356191,103.1368552,8.859455809,10.57361561,51.20087943,-44.04677616,-24.24931485,-158.1072507,-7.044573271,-2.479588396,155.3681707,-15.06030254,-72.11121158
-5.16E-18,-8.09E-19,-5.75E-18,-127.7584163,-20.81976917,-12.48155733,142.3302888,5.926805299,33.47841716,91.90466452,5.318608294,-28.29828722,-136.7707172,-26.96426064,6.893045941,171.5451404,8.902782003,-33.29232007
55.53105625,-6.803247236,15.95034943,-152.1816944,9.990124534,15.63555775,3.907138945,-19.85777014,38.45680731,33.22941633,11.75112453,-26.85113585,3.39E-15,2.38E-16,-6.94E-17,44.26844346,32.59238959,20.47852131
81.13008463,-5.700681045,-34.4980462,-1.13E-15,-6.45E-17,-1.42E-16,154.2579523,-2.199273045,-3.624095118,128.9157787,-12.83280838,6.453334563,-186.1304243,0.961786262,8.974530195,147.1046236,15.638048,0.52520422
-37.62006907,9.749395235,-5.809025569,84.29966798,6.877406567,17.3202304,-44.51485834,15.72255542,0.398200579,-87.41185862,-0.520309011,-5.80540818,143.3860298,-4.860762841,2.222096463,-66.78267609,14.40366924,-13.42982666
-133.4302888,1.566326134,-19.3379266,185.5929277,3.289016834,11.46130948,-170.7869093,8.437036368,4.285314936,-188.8410811,3.587922316,12.36983151,203.8183124,-3.465340337,-1.719691045,-149.2021458,6.0227674,-0.800076091
-81.6983858,12.67180484,14.75151612,103.8370925,24.8425972,1.688525035,1.58338803,-14.98496051,-7.891135222,-120.6941351,15.2103791,4.334208496,101.3013387,2.878896367,4.359795696,-16.14979085,32.57094826,30.22555515
59.02320757,-16.84841283,-21.93742183,-1.13E-15,-6.45E-17,-1.42E-16,-66.55333724,4.934473642,8.578359638,-2.11E-15,1.20E-17,-6.20E-17,-33.28842207,-24.47584972,-7.100331103,70.02974399,-2.656540157,3.615296765
88.33815903,6.299559886,20.95734452,-67.62533648,27.29329832,22.87539224,130.3383878,-6.687542078,-20.4795751,47.42962967,-24.00878185,51.89594083,-37.31682227,-12.17462269,-0.537014748,97.05840491,-41.54231881,-24.28016357
104.9018302,-7.716003297,-22.04439549,-31.74757243,45.64822045,-25.49981512,17.31021901,-22.64728346,-41.41797326,128.2402755,36.71231447,-0.05821234,-163.358406,30.46183268,-10.60068161,115.8381803,24.57466485,1.946292107
-5.16E-18,-8.09E-19,-5.75E-18,-107.8622222,-6.733169516,-26.35252633,71.48452808,-2.432074587,-5.736488425,13.42589538,-69.89687612,3.667248676,-68.45241667,21.82331146,25.02970531,32.93182566,-9.971977074,-35.58169118
-54.49220056,5.251720255,5.880070989,65.30881053,-19.23310298,-6.58313058,-73.95553244,6.268008445,11.33091832,-75.81855347,14.24128315,9.054717186,68.21924394,5.615254189,4.866247678,-71.31444091,-5.326370699,-4.188924773
48.56078294,-7.613930077,25.20053737,9.302058981,4.523010945,-35.10353577,65.35027892,-13.24989529,20.05872412,90.35878502,-5.460119525,-19.66321978,-75.23948859,-2.077968618,25.99576063,12.10741584,-16.92698442,12.9524923
91.31775731,25.65811343,8.075732706,-150.3244346,-20.4811717,-7.336326299,-1.08E-15,6.18E-17,3.46E-17,94.31090906,26.57875699,39.629954,-73.42449383,9.091394578,-7.099443533,54.43346426,-16.89562101,27.02273707
-5.16E-18,-8.09E-19,-5.75E-18,16.54915193,18.51501671,-45.64020242,-92.00138522,10.09100277,4.619919212,-72.86278849,-26.00488471,9.945494229,63.37992457,-4.364277415,-0.505682879,-20.10044865,29.17640457,14.7219764
178.2406627,-9.374947493,-10.05040248,-136.7583587,-19.55200666,45.82211157,126.7327553,-11.5963142,14.97880536,161.263322,24.39332891,-7.246083267,-84.03513334,15.63385967,14.47468086,141.1182269,0.817527511,-26.56404911
-5.16E-18,-8.09E-19,-5.75E-18,-94.82175583,6.314159423,-37.71731131,98.34920945,-3.54649879,-31.36972509,-17.98356995,-17.07685625,28.99292535,-113.8320398,-10.11382936,-19.23980371,2.392035941,0.684579754,-26.42149491
145.8385157,-22.90989981,5.819616542,-150.1455574,16.53407484,-6.659765336,148.3637445,28.76754145,-21.4923572,135.2874523,-19.42322728,20.14599404,-82.34167825,-31.96864471,-12.68264924,126.1522438,-20.97388561,-31.70525096
89.61746385,2.21107897,-19.91702497,-138.7706296,44.34651845,-2.601791482,-1.08E-15,6.18E-17,3.46E-17,167.0128352,-7.952162712,-11.97819367,-26.1139986,-16.62163881,-36.05842333,-4.18E-18,-2.09E-18,1.15E-18
-6.157505806,10.39005612,14.01611936,-1.13E-15,-6.45E-17,-1.42E-16,117.1206678,-26.41156974,13.29509597,161.4479842,7.33479566,-11.54305142,-195.2932869,13.73683282,-15.71707779,134.5649254,19.84473451,-3.184216185
128.168554,-23.42069347,-7.547644764,-16.49630654,59.4387518,-28.52496564,-8.781618221,3.922508796,-45.32380817,88.52022353,1.943192134,7.27369869,3.39E-15,2.38E-16,-6.94E-17,1.359635085,77.79962503,-5.332006759
47.24317128,6.265495584,-9.450138581,-1.13E-15,-6.45E-17,-1.42E-16,-12.39827463,-12.53658909,34.64154887,-1.083240277,-32.98018671,-31.40475668,3.39E-15,2.38E-16,-6.94E-17,52.16695898,3.290290955,6.663673572
-131.6029698,1.178245481,-2.883338399,125.9117827,21.96803423,5.456020233,-133.354695,1.697658957,1.971378731,-148.8259103,-3.838831814,16.33522588,117.8743631,5.004574785,0.741524538,-103.1052009,-6.443614971,12.51815658
124.1138744,28.7825688,-33.48926317,-187.1177862,-0.757620078,-5.47717184,29.98165906,-65.4204037,-12.24004229,40.60825253,23.277054,3.205302021,-4.330374848,20.38562603,2.427059549,-4.18E-18,-2.09E-18,1.15E-18
156.5286225,50.22241415,-2.020642765,-71.64586599,-5.919327586,26.36489143,24.53640443,-12.27363338,22.72654174,122.6599857,-19.19218332,-8.141847787,-57.08589167,0.877080982,-30.42577526,189.2000761,8.069752133,0.674169462
58.57454537,-18.64215464,3.557138707,-52.23676891,22.88685604,-0.135142584,106.273119,23.04402978,14.24741681,4.392696487,50.14470352,-19.71030507,-32.2493051,2.198409999,18.51932994,67.72054939,-13.0730063,-21.00239128
118.0312835,-7.218625422,14.31553187,-70.14801638,-8.135488524,7.867771923,-1.08E-15,6.18E-17,3.46E-17,43.81842624,1.391822123,-2.348710861,-59.77222987,36.63813175,5.133105272,-4.18E-18,-2.09E-18,1.15E-18
-198.3701358,-1.493770772,-1.775409613,195.4490947,-0.453999123,1.290232749,-194.6824598,-1.198017456,4.684137441,-203.4617506,-0.769908205,-5.736426331,205.8830112,3.706499893,0.816868894,-196.2131439,3.800907861,1.366223099
-160.1604302,4.807047881,-7.462027065,181.1546938,-8.434665605,-2.277935031,-154.4119339,2.45036928,-1.570180514,-186.1628489,-5.567111419,-18.80628814,151.4252834,14.78248785,1.064028444,-157.3042692,3.854774265,2.864266806
